33236.361760,33261.037301,4,2
33853.780942,33869.435317,4,2
33916.663772,33943.196612,4,1
34543.369448,34577.066154,4,1
35641.298358,35650.319524,1,3
36122.869400,36151.524867,4,1
36268.534691,36282.597096,4,1
36473.633542,36492.206530,4,2
36719.062310,36737.900626,4,2
37047.273538,37060.805287,4,2
37849.626614,37861.035735,3,2
39074.382498,39084.199649,3,2
39939.353075,39948.904897,3,3
39956.334093,39972.519125,3,3
40228.826357,40241.031464,3,3
40713.846669,40723.133162,3,3
41362.574601,41369.207811,3,2
41643.557375,41655.497153,3,3
41832.205866,41851.574839,3,3
42406.111190,42413.540385,3,3
42895.376756,42908.112519,3,2
43633.785687,43661.379841,1,2
44279.595008,44288.881502,3,1
